# (YYYYMMDD.frac) (YYYY-MM-DDThh:mm:ss) () () () (um) (deg)  () ()  () () (pW)  (pW)  (pW)  (pW)  (pW)  (Jy/asec^2/pW)  (Jy/asec^2/pW)  (Jy/bm/pW)  (Jy/bm/pW)  (Jy/pW)  (Jy/pW)  (")  ()
# UT   HST  Obs  Source  Mode  Filter  El  Airmass  Trans  Tau225  Tau  Flux_ap  Err_ap  Noise  Peak_obs  Peak_fit  FCFasec  FCFasec_err  FCFbeam  FCFbeam_err  FCFmatch  FCFmatch_err  FWHMmain  Error_beam
20140908.4966782  2014-09-08T01:55:14    40  URANUS  daisy        850  75  1.03  0.538  0.135  0.599  24.4253  0.0356  0.00006  0.10221  0.10701  2.8431  0.0041  631.7763  9.2153  741.5853  12.1991  13.55  0.949
20140909.5261806  2014-09-09T02:37:43    53  URANUS  daisy        850  73  1.04  0.606  0.109  0.481  27.1133  0.0333  0.00005  0.11292  0.11873  2.5634  0.0032  569.8553  7.0178  613.2951  12.1132  13.42  0.949
20140909.6533333  2014-09-09T05:40:49    70  URANUS  daisy        850  35  1.72  0.452  0.105  0.463  26.4576  0.0324  0.00007  0.10907  0.11336  2.6272  0.0032  596.9079  6.9315  625.9975  14.0719  13.58  0.949
20140910.5911111  2014-09-10T04:11:13     7  URANUS  daisy        850  55  1.22  0.386  0.174  0.782  27.2968  0.0318  0.00008  0.11307  0.11603  2.5484  0.0030  583.6361  6.6952  603.2854  13.6960  13.54  0.949
20140911.5780093  2014-09-11T03:52:21    24  URANUS  daisy        850  58  1.17  0.547  0.116  0.514  27.1173  0.0298  0.00006  0.11802  0.11993  2.5672  0.0028  565.0780  6.1094  598.6195  12.0170  13.40  0.947
20140912.4501852  2014-09-12T00:48:17    16  URANUS  daisy        850  68  1.07  0.711  0.073  0.318  27.4563  0.0338  0.00005  0.12307  0.12635  2.5372  0.0031  536.7023  5.5831  574.4351  11.2173  13.17  0.945
20140913.4660764  2014-09-13T01:11:10     8  URANUS  daisy        850  72  1.05  0.721  0.072  0.313  26.2944  0.0318  0.00004  0.10783  0.11707  2.6513  0.0032  579.6603  7.5231  629.4452  10.7933  13.49  0.949
20140916.3940972  2014-09-15T23:27:31    23  URANUS  daisy        850  55  1.22  0.543  0.114  0.503  28.4229  0.0305  0.00007  0.11962  0.12327  2.4576  0.0026  551.5659  6.3443  574.5971  11.0850  13.56  0.948
20140923.3941782  2014-09-22T23:27:38    29  URANUS  daisy        850  61  1.14  0.703  0.072  0.309  27.9595  0.0322  0.00005  0.12044  0.12397  2.5075  0.0029  550.4091  6.7560  589.1558  11.0468  13.41  0.947
20140923.4965162  2014-09-23T01:55:00    39  URANUS  daisy        850  71  1.05  0.717  0.073  0.316  26.5829  0.0352  0.00004  0.11198  0.11856  2.6375  0.0035  575.5398  7.9125  640.6124  12.0424  13.37  0.948
20140923.6291898  2014-09-23T05:06:03    51  URANUS  daisy        850  30  1.98  0.592  0.062  0.265  28.2354  0.0331  0.00006  0.11539  0.12256  2.4833  0.0029  556.8217  7.2524  610.9997  13.0986  13.43  0.950
20140924.6042477  2014-09-24T04:30:08    37  URANUS  daisy        850  37  1.63  0.359  0.141  0.628  27.3350  0.0372  0.00009  0.10905  0.11613  2.5661  0.0035  587.8428  6.6190  619.7146  12.6259  13.79  0.950
20140925.5396759  2014-09-25T02:57:09    14  URANUS  daisy        850  58  1.18  0.489  0.136  0.606  27.0132  0.0313  0.00007  0.11064  0.11513  2.5975  0.0030  593.1635  9.5363  645.5661  13.7765  13.53  0.950
20140927.3112731  2014-09-26T21:28:15    22  URANUS  daisy        850  38  1.62  0.049  0.411  1.871  25.0628  0.1424  0.00071  0.08674  0.08928  2.8013  0.0159  765.3309  6.9657  748.1015  19.3071  15.27  0.957
20141002.5382755  2014-10-02T02:55:08    24  URANUS  daisy        850  52  1.27  0.426  0.151  0.674  27.5738  0.0340  0.00008  0.11678  0.11996  2.5491  0.0031  570.2123  6.6001  595.0801  12.1816  13.56  0.948
20141007.3403356  2014-10-06T22:10:06    29  URANUS  daisy        850  56  1.19  0.600  0.097  0.428  28.0620  0.0289  0.00005  0.11837  0.12653  2.5054  0.0026  540.7678  5.7562  571.6843  11.8195  13.33  0.948
20141007.5081019  2014-10-07T02:11:41    36  URANUS  daisy        850  57  1.19  0.500  0.131  0.582  28.0962  0.0322  0.00006  0.11654  0.12109  2.5023  0.0029  565.0668  5.8950  585.2472  11.2397  13.59  0.949
20141008.5331366  2014-10-08T02:47:44     8  URANUS  daisy        850  48  1.34  0.390  0.157  0.702  27.0349  0.0289  0.00008  0.11270  0.11563  2.6005  0.0028  591.6875  6.2518  606.5182  13.1734  13.63  0.949
20141009.5114120  2014-10-09T02:16:27    11  URANUS  daisy        850  54  1.23  0.434  0.151  0.677  28.1364  0.0328  0.00007  0.11754  0.12370  2.4985  0.0029  553.0779  5.6197  575.5683  12.8753  13.48  0.948
20141012.4272106  2014-10-12T00:15:12    36  URANUS  daisy        850  74  1.04  0.721  0.073  0.315  25.4786  0.0364  0.00005  0.10952  0.11553  2.7580  0.0039  591.9514  7.9649  676.4201  10.7241  13.27  0.947
20141013.3219907  2014-10-12T21:43:41    26  URANUS  daisy        850  56  1.20  0.607  0.095  0.417  28.2211  0.0317  0.00006  0.11871  0.12530  2.4895  0.0028  545.6913  5.6886  562.2792  11.7281  13.39  0.948
20141013.4296528  2014-10-13T00:18:43    37  URANUS  daisy        850  73  1.04  0.668  0.088  0.387  27.2169  0.0331  0.00005  0.11344  0.12505  2.5813  0.0031  546.7750  6.4880  595.0185  12.5139  13.16  0.947
20141024.2837616  2014-10-23T20:48:38    22  URANUS  daisy        850  54  1.23  0.782  0.048  0.200  28.0281  0.0343  0.00004  0.11443  0.12234  2.4961  0.0031  556.6137  7.6327  570.4946  10.9679  13.44  0.949
20141024.4567130  2014-10-24T00:57:41    40  URANUS  daisy        850  58  1.18  0.789  0.048  0.200  27.9534  0.0352  0.00004  0.11595  0.12625  2.5025  0.0032  539.3221  6.7610  584.9524  10.5658  13.31  0.948
20141026.2964120  2014-10-25T21:06:51    17  URANUS  daisy        850  59  1.16  0.762  0.055  0.235  27.1452  0.0363  0.00004  0.11542  0.12039  2.5743  0.0034  564.9702  6.5886  604.6559  10.4875  13.40  0.947
20141027.2751505  2014-10-26T20:36:14    20  URANUS  daisy        850  54  1.23  0.814  0.041  0.167  28.5900  0.0330  0.00004  0.12027  0.12789  2.4427  0.0028  531.5245  6.7768  562.2310  11.5759  13.39  0.949
20141027.5499653  2014-10-27T03:11:58    48  URANUS  daisy        850  24  2.42  0.656  0.042  0.174  27.2913  0.0353  0.00005  0.10927  0.11547  2.5584  0.0033  588.5741  7.4795  623.2870  12.7350  13.64  0.951
20141028.2729398  2014-10-27T20:33:03    19  URANUS  daisy        850  54  1.23  0.768  0.051  0.214  28.4904  0.0320  0.00004  0.11582  0.12625  2.4496  0.0028  538.1019  6.5892  566.8283  11.9234  13.37  0.949
20141029.2668171  2014-10-28T20:24:14    16  URANUS  daisy        850  53  1.25  0.655  0.078  0.339  27.4758  0.0335  0.00005  0.11534  0.11975  2.5383  0.0031  566.9168  6.4354  595.3082  11.3149  13.51  0.948
20141029.5313542  2014-10-29T02:45:10    42  URANUS  daisy        850  28  2.08  0.461  0.085  0.373  27.7206  0.0353  0.00007  0.10885  0.11810  2.5154  0.0032  574.7013  7.1377  617.5712  12.7259  13.67  0.951
20141030.4123032  2014-10-29T23:53:44    32  URANUS  daisy        850  66  1.09  0.641  0.093  0.407  27.6303  0.0330  0.00005  0.11667  0.12445  2.5220  0.0030  545.0493  6.3269  589.2709  10.8605  13.35  0.947
20141030.5060995  2014-10-30T02:08:48    35  URANUS  daisy        850  36  1.69  0.491  0.096  0.422  27.1656  0.0314  0.00006  0.11459  0.11831  2.5650  0.0030  573.3125  7.3533  610.6008  12.4700  13.46  0.949
20141031.3384028  2014-10-30T22:07:19    28  URANUS  daisy        850  73  1.04  0.639  0.098  0.430  27.0659  0.0322  0.00005  0.11410  0.12025  2.5728  0.0031  563.7079  8.3643  613.6854  11.9379  13.38  0.949
20141108.3803241  2014-11-07T23:07:41     9  URANUS  daisy        850  67  1.08  0.487  0.149  0.665  26.9511  0.0311  0.00007  0.10502  0.11255  2.5655  0.0030  598.1504  8.5825  652.5048  10.6369  13.94  0.952
20141109.2728935  2014-11-08T20:32:59    16  URANUS  daisy        850  64  1.11  0.721  0.069  0.295  27.6544  0.0314  0.00004  0.10758  0.11474  2.4981  0.0028  586.2109  9.1180  629.2176  11.1027  13.96  0.952
20141110.4114005  2014-11-09T23:52:26    31  URANUS  daisy        850  57  1.19  0.649  0.083  0.363  27.6708  0.0339  0.00005  0.11583  0.11929  2.4937  0.0031  563.2199  6.0291  585.6003  10.8811  13.56  0.948
20141111.1910185  2014-11-10T18:35:05    20  URANUS  daisy        850  40  1.54  0.571  0.083  0.362  26.7238  0.0306  0.00005  0.10830  0.11216  2.5799  0.0030  598.5373  7.5282  630.8073  13.1679  13.63  0.950
20141111.3311227  2014-11-10T21:56:50    35  URANUS  daisy        850  74  1.04  0.706  0.077  0.336  27.7589  0.0305  0.00005  0.11231  0.11927  2.4833  0.0027  562.7717  8.1531  613.6446  9.5080  13.81  0.950
20141112.1813657  2014-11-11T18:21:11     9  URANUS  daisy        850  38  1.62  0.555  0.083  0.363  26.7714  0.0312  0.00006  0.10467  0.11171  2.5726  0.0030  600.3412  8.8064  649.7697  13.7489  13.56  0.952
20141112.3353009  2014-11-11T22:02:51    28  URANUS  daisy        850  74  1.04  0.671  0.088  0.384  27.5907  0.0305  0.00005  0.11395  0.11863  2.4958  0.0028  565.2054  8.6740  626.5655  10.7096  13.62  0.949
20141112.4692361  2014-11-12T01:15:43    46  URANUS  daisy        850  36  1.69  0.390  0.126  0.558  27.4663  0.0367  0.00009  0.11273  0.11614  2.5067  0.0033  577.2634  6.6751  598.2833  12.7916  13.65  0.950
20141113.1928241  2014-11-12T18:37:41     8  URANUS  daisy        850  42  1.47  0.496  0.108  0.476  25.9665  0.0342  0.00008  0.10590  0.10912  2.6494  0.0035  613.9432  7.2397  646.7601  13.5463  13.70  0.950
20141113.3672917  2014-11-12T22:48:55    26  URANUS  daisy        850  67  1.08  0.574  0.116  0.512  26.4374  0.0323  0.00007  0.10900  0.11503  2.6017  0.0032  582.2513  7.7868  654.4296  11.1535  13.56  0.949
20141115.1982870  2014-11-14T18:45:33     8  URANUS  daisy        850  46  1.38  0.138  0.317  1.436  24.4727  0.0581  0.00026  0.09535  0.09731  2.8047  0.0067  686.8678  6.5798  680.6677  16.6296  14.23  0.952
20141115.2006019  2014-11-14T18:48:53     9  URANUS  daisy        850  47  1.35  0.150  0.310  1.404  25.4114  0.0319  0.00014  0.09687  0.10142  2.7011  0.0034  659.0655  6.5265  660.9786  16.0170  14.16  0.953
20141118.3706481  2014-11-17T22:53:45    54  URANUS  daisy        850  62  1.13  0.653  0.087  0.378  27.3021  0.0288  0.00005  0.11546  0.12341  2.5045  0.0026  539.6375  7.0357  581.6718  11.6168  13.27  0.948
20141119.4192708  2014-11-19T00:03:46    33  URANUS  daisy        850  46  1.38  0.697  0.061  0.262  27.2262  0.0364  0.00005  0.11205  0.11865  2.5082  0.0034  560.5724  6.2369  584.3141  11.0253  13.53  0.949
20141120.3955787  2014-11-19T23:29:39    38  URANUS  daisy        850  53  1.25  0.672  0.074  0.318  28.1130  0.0319  0.00006  0.11609  0.12150  2.4261  0.0028  546.7371  6.6953  580.2559  11.4996  13.47  0.949
20141121.3804051  2014-11-20T23:07:48    45  URANUS  daisy        850  57  1.19  0.561  0.110  0.486  25.6536  0.0346  0.00007  0.10270  0.10992  2.6553  0.0036  603.6037  9.5868  663.3362  14.4627  13.57  0.950
20141122.2070833  2014-11-21T18:58:13     8  URANUS  daisy        850  55  1.21  0.716  0.064  0.275  27.2499  0.0293  0.00004  0.11142  0.11692  2.4971  0.0027  566.8620  6.6609  590.9158  11.6677  13.71  0.950
20141122.3682176  2014-11-21T22:50:15    26  URANUS  daisy        850  59  1.15  0.742  0.061  0.259  27.3432  0.0363  0.00004  0.10845  0.11570  2.4880  0.0033  572.7213  7.0503  603.2917  9.6846  13.78  0.951
20141123.2149074  2014-11-22T19:09:29     7  URANUS  daisy        850  58  1.17  0.806  0.045  0.185  26.8951  0.0288  0.00004  0.11172  0.11542  2.5266  0.0027  573.5074  7.6903  600.0821  12.3707  13.68  0.949
20141123.3171991  2014-11-22T21:36:47    19  URANUS  daisy        850  72  1.05  0.824  0.044  0.184  28.4240  0.0363  0.00004  0.12488  0.12812  2.3904  0.0031  516.5841  6.4399  554.9127  10.9038  13.38  0.946
20141123.4543981  2014-11-23T00:54:21    32  URANUS  daisy        850  30  1.94  0.722  0.041  0.167  27.7797  0.0305  0.00004  0.11821  0.12329  2.4454  0.0027  536.7058  6.1372  567.0655  10.4349  13.41  0.948
20141124.2129977  2014-11-23T19:06:44     8  URANUS  daisy        850  59  1.17  0.785  0.049  0.208  27.4882  0.0324  0.00009  0.11277  0.12054  2.4688  0.0029  548.4308  6.5229  580.8416  13.4787  13.41  0.949
20141124.3651736  2014-11-23T22:45:52    25  URANUS  daisy        850  59  1.16  0.765  0.054  0.230  27.6936  0.0347  0.00005  0.12175  0.12306  2.4500  0.0031  537.0958  6.3394  565.1962  11.1914  13.46  0.947
20141125.2382407  2014-11-24T19:43:05     9  URANUS  daisy        850  67  1.09  0.690  0.078  0.341  26.8421  0.0314  0.00004  0.10852  0.11483  2.5247  0.0030  574.9195  7.3392  604.3112  11.6820  13.55  0.950
20141125.3467130  2014-11-24T22:19:17    21  URANUS  daisy        850  63  1.11  0.683  0.079  0.342  27.6303  0.0334  0.00005  0.11281  0.12146  2.4523  0.0030  543.4561  6.1624  573.4266  11.4308  13.52  0.949
20141125.4444444  2014-11-25T00:40:01    30  URANUS  daisy        850  32  1.86  0.522  0.080  0.348  27.3358  0.0319  0.00006  0.11563  0.11805  2.4784  0.0029  559.0410  5.8898  570.5990  12.4957  13.58  0.948
20141126.1945255  2014-11-25T18:40:08    11  URANUS  daisy        850  55  1.22  0.564  0.106  0.469  27.3543  0.0277  0.00006  0.11600  0.11894  2.4741  0.0025  554.3062  7.3142  597.7131  12.9708  13.33  0.948
20141127.2007639  2014-11-26T18:49:07    16  URANUS  daisy        850  57  1.18  0.629  0.090  0.392  27.5275  0.0278  0.00005  0.11689  0.12086  2.4551  0.0025  544.7592  7.0420  599.9812  12.3221  13.37  0.948
20141127.3932755  2014-11-26T23:26:20    33  URANUS  daisy        850  47  1.35  0.572  0.094  0.412  27.5389  0.0308  0.00006  0.11075  0.11899  2.4534  0.0027  553.1911  7.6739  587.0700  12.4479  13.49  0.950
20141128.1880903  2014-11-27T18:30:52     8  URANUS  daisy        850  54  1.22  0.555  0.109  0.481  26.9508  0.0276  0.00006  0.11053  0.11630  2.5041  0.0026  565.3579  7.3822  612.9781  13.2898  13.45  0.950
20141128.4044097  2014-11-27T23:42:22    32  URANUS  daisy        850  43  1.47  0.658  0.066  0.285  27.3647  0.0315  0.00005  0.11611  0.11830  2.4654  0.0028  555.6064  7.0093  594.1424  11.1278  13.57  0.948
20141129.1797454  2014-11-28T18:18:51    23  URANUS  daisy        850  53  1.25  0.678  0.072  0.311  18.3069  0.0314  0.00005  0.06215  0.06945  3.6812  0.0063  945.3379  22.8317  1168.8690  26.1676  14.70  0.958
20141129.2245602  2014-11-28T19:23:23    28  URANUS  daisy        850  66  1.09  0.639  0.094  0.411  20.1852  0.0361  0.00005  0.07278  0.07730  3.3384  0.0060  849.3261  17.0315  1013.9014  15.3663  14.70  0.956
20141129.4381713  2014-11-29T00:30:59    32  URANUS  daisy        850  30  1.95  0.490  0.084  0.366  26.6405  0.0313  0.00007  0.11104  0.11603  2.5287  0.0030  565.6559  5.9669  585.3345  12.1391  13.59  0.948
20141130.1808333  2014-11-29T18:20:25     9  URANUS  daisy        850  54  1.23  0.644  0.082  0.357  25.9488  0.0265  0.00005  0.10696  0.11349  2.5933  0.0026  577.7029  7.3849  612.9267  13.1763  13.46  0.949
20141130.4383912  2014-11-30T00:31:18    31  URANUS  daisy        850  29  2.01  0.430  0.095  0.419  26.8407  0.0338  0.00008  0.11622  0.11742  2.5062  0.0032  558.1850  5.1842  560.6363  13.0805  13.56  0.947
20141207.1993403  2014-12-06T18:47:04     8  URANUS  daisy        850  65  1.10  0.781  0.053  0.225  26.6921  0.0292  0.00004  0.10837  0.11392  2.4943  0.0027  569.5857  7.1187  607.2835  11.7678  13.63  0.950
20141207.4147106  2014-12-06T23:57:12    39  URANUS  daisy        850  31  1.93  0.697  0.045  0.187  26.9410  0.0308  0.00005  0.11008  0.11912  2.4704  0.0028  544.5438  5.5430  560.5402  11.4194  13.46  0.949
20141208.2011921  2014-12-07T18:49:44     9  URANUS  daisy        850  66  1.09  0.677  0.082  0.359  25.9858  0.0293  0.00005  0.10813  0.11367  2.5581  0.0029  569.9593  5.9839  591.7708  12.6716  13.58  0.949
20141208.2737037  2014-12-07T20:34:09    17  URANUS  daisy        850  72  1.05  0.692  0.081  0.352  26.7688  0.0338  0.00006  0.11450  0.11791  2.4830  0.0031  549.3881  5.7979  568.5690  11.6868  13.50  0.947
20141209.2075000  2014-12-08T18:58:49     8  URANUS  daisy        850  69  1.07  0.748  0.063  0.272  25.1559  0.0288  0.00005  0.10402  0.11106  2.6383  0.0030  582.4487  7.4892  625.0020  13.3597  13.49  0.949
20141209.3237384  2014-12-08T21:46:12    23  URANUS  daisy        850  59  1.17  0.729  0.063  0.271  26.9958  0.0324  0.00005  0.11969  0.12253  2.4580  0.0030  527.8546  5.9589  558.4500  11.2980  13.29  0.946
20141210.1988079  2014-12-09T18:46:18    14  URANUS  daisy        850  67  1.08  0.782  0.054  0.227  25.8414  0.0291  0.00005  0.10720  0.11490  2.5642  0.0029  562.1071  6.9438  601.0890  12.2757  13.31  0.949
20141210.4259144  2014-12-10T00:13:20    35  URANUS  daisy        850  24  2.40  0.624  0.047  0.197  26.6888  0.0345  0.00006  0.10825  0.11510  2.4819  0.0032  560.9359  6.0197  585.4927  11.4068  13.69  0.950
20141211.2003472  2014-12-10T18:48:31    20  URANUS  daisy        850  68  1.07  0.799  0.050  0.210  25.9586  0.0307  0.00005  0.11133  0.11846  2.5485  0.0030  544.3852  6.4540  584.8619  12.1377  13.21  0.947
20141211.4120718  2014-12-10T23:53:24    38  URANUS  daisy        850  28  2.11  0.643  0.050  0.210  26.8485  0.0331  0.00006  0.10953  0.11629  2.4632  0.0030  554.3188  6.0221  576.2378  11.8786  13.56  0.950
20141212.2045602  2014-12-11T18:54:35     8  URANUS  daisy        850  70  1.06  0.794  0.051  0.217  25.8352  0.0282  0.00005  0.11043  0.11446  2.5565  0.0028  562.5002  6.2700  595.7458  12.1969  13.43  0.947
20141212.3112963  2014-12-11T21:28:17    19  URANUS  daisy        850  60  1.15  0.775  0.052  0.221  25.4048  0.0325  0.00005  0.11089  0.11467  2.5994  0.0033  561.3719  7.7305  617.6059  11.3414  13.31  0.947
20141213.1939468  2014-12-12T18:39:18     9  URANUS  daisy        850  68  1.08  0.801  0.049  0.206  26.1796  0.0294  0.00004  0.10521  0.11565  2.5188  0.0028  555.8221  8.8490  650.0357  12.7923  13.23  0.950
20141213.2542361  2014-12-12T20:06:07    16  URANUS  daisy        850  73  1.04  0.804  0.050  0.209  26.4274  0.0357  0.00005  0.10683  0.11457  2.4949  0.0034  561.0303  7.5742  609.7019  11.1109  13.44  0.950
20141214.1832176  2014-12-13T18:23:51     8  URANUS  daisy        850  66  1.09  0.720  0.070  0.302  25.8423  0.0281  0.00005  0.10603  0.11205  2.5475  0.0028  572.7786  8.5129  655.3144  14.0963  13.27  0.949
20141215.3803241  2014-12-14T23:07:41     8  URANUS  daisy        850  35  1.73  0.488  0.095  0.416  26.4376  0.0310  0.00008  0.10853  0.11262  2.4853  0.0029  568.8005  7.1350  600.5733  14.3984  13.52  0.949
20141216.2034606  2014-12-15T18:53:00     8  URANUS  daisy        850  72  1.05  0.716  0.073  0.318  25.3372  0.0295  0.00006  0.10874  0.11121  2.5897  0.0030  575.2222  6.9712  622.8235  12.2308  13.46  0.947
20141216.3131944  2014-12-15T21:31:01    18  URANUS  daisy        850  56  1.20  0.667  0.078  0.337  25.6971  0.0321  0.00006  0.10611  0.11149  2.5529  0.0032  573.6690  6.7786  603.2653  10.9550  13.58  0.949
20141217.1807176  2014-12-16T18:20:15    17  URANUS  daisy        850  67  1.08  0.707  0.074  0.321  24.6237  0.0302  0.00005  0.10399  0.10844  2.6604  0.0033  589.0070  7.1747  643.4538  12.1600  13.41  0.948
20141217.3082060  2014-12-16T21:23:50    32  URANUS  daisy        850  57  1.19  0.700  0.069  0.299  25.9678  0.0313  0.00005  0.10828  0.11197  2.5221  0.0030  570.3258  7.2577  608.0032  11.5201  13.63  0.949
20141218.1813426  2014-12-17T18:21:09    13  URANUS  daisy        850  68  1.07  0.767  0.058  0.248  25.4700  0.0276  0.00004  0.09986  0.10874  2.5676  0.0028  586.4187  10.1090  699.3456  13.9440  13.39  0.952
20141218.3295486  2014-12-17T21:54:34    28  URANUS  daisy        850  49  1.32  0.758  0.050  0.211  26.2032  0.0337  0.00004  0.11297  0.11595  2.4952  0.0032  549.8078  6.0167  581.3986  10.2901  13.42  0.947
20141219.4003588  2014-12-18T23:36:32    33  URANUS  daisy        850  24  2.37  0.534  0.062  0.264  25.2469  0.0301  0.00006  0.09461  0.10253  2.5850  0.0031  620.7064  9.8582  713.3002  12.8604  14.02  0.954
20141220.2730324  2014-12-19T20:33:11    14  URANUS  daisy        850  65  1.10  0.808  0.046  0.193  26.5858  0.0351  0.00004  0.11496  0.12232  2.4512  0.0032  519.5245  6.1100  563.7570  10.8288  13.17  0.946
20141222.1997338  2014-12-21T18:47:38    11  URANUS  daisy        850  73  1.04  0.778  0.057  0.242  26.3493  0.0281  0.00004  0.10968  0.11736  2.4651  0.0026  539.7681  8.3446  633.7771  11.7071  13.26  0.949
